,ranking,school_name,school_type,address,city,zipcode,county,district,is_charter,is_magnet,is_title_i,total_students,fullt_time_teachers,student_teacher_ratio,free_lunch_recipient,white,black,hispanic,asian,total_expenditure_per_pupil,ranking_quartile,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high,lunch_eligibity_high_False,lunch_eligibity_high_True
234,907,Queens High School Of Teaching Liberal Arts And Sciences,Public,74-20 Commonwealth Blvd,Bellerose,11426,Queens County,New York City Geographic District #26,No,No,No,1078,68.0,15.8,57.6,77 (7.1%),566 (52.5%),160 (14.8%),217 (20.1%),"$12,265 ",Bottom 25th Percentile,0,0,0,1,False,1,0
235,908,Leadership & Public Service High School,Public,90 Trinity Pl,New York,10006,New York County,New York City Geographic District # 2,No,No,Yes,474,29.0,16.3,82.7,17 (3.6%),126 (26.6%),281 (59.3%),38 (8.0%),"$12,999 ",Bottom 25th Percentile,0,0,0,1,True,0,1
236,909,Mott Hall V,Public,1551 E 172nd St,Bronx,10472,Bronx County,New York City Geographic District #12,No,No,Yes,664,56.0,11.8,88.1,6 (0.9%),106 (16.0%),523 (78.8%),13 (2.0%),"$15,545 ",Bottom 25th Percentile,0,0,0,1,True,0,1
237,910,Hyde Leadership Charter School,"Public, Charter, Alternative",730 Bryant Ave,Bronx,10474,Bronx County,Hyde Leadership Charter School,Yes,No,Yes,976,118.0,8.2,89.7,8 (0.8%),278 (28.5%),681 (69.8%),3 (0.3%),"$19,851 ",Bottom 25th Percentile,0,0,0,1,True,0,1
238,912,Urban Assembly School For Emergency Management (The),Public,411 Pearl St,New York,10038,New York County,New York City Geographic District # 2,No,No,Yes,264,23.0,11.4,83.7,8 (3.0%),76 (28.8%),158 (59.8%),13 (4.9%),"$18,204 ",Bottom 25th Percentile,0,0,0,1,True,0,1
239,913,Orchard Collegiate Academy,Public,220 Henry St,New York,10002,New York County,New York City Geographic District # 1,No,No,Yes,198,17.0,11.6,81.3,6 (3.0%),53 (26.8%),114 (57.6%),17 (8.6%),"$24,591 ",Bottom 25th Percentile,0,0,0,1,True,0,1
240,914,Clara Barton High School,Public,901 Classon Ave,Brooklyn,11225,Kings County,New York City Geographic District #17,No,No,Yes,1206,73.0,16.5,74.5,14 (1.2%),"1,049 (87.0%)",85 (7.0%),15 (1.2%),"$16,628 ",Bottom 25th Percentile,0,0,0,1,True,0,1
241,915,John Jay School For Law,Public,237 7th Ave,Brooklyn,11215,Kings County,New York City Geographic District #15,No,No,Yes,445,31.0,14.4,77.8,13 (2.9%),283 (63.6%),127 (28.5%),10 (2.2%),"$13,851 ",Bottom 25th Percentile,0,0,0,1,True,0,1
242,916,West Brooklyn Community High School,Public,1053 41st St,Brooklyn,11219,Kings County,New York City Geographic District #15,No,No,Yes,228,16.0,14.2,75.4,23 (10.1%),35 (15.4%),159 (69.7%),8 (3.5%),"$15,402 ",Bottom 25th Percentile,0,0,0,1,True,0,1
243,918,New Visions Charter High School For The Humanities,"Public, Charter",99 Terrace View Ave-Rm 360,Bronx,10463,New York County,New Visions Charter High School For The Humanities,Yes,No,Yes,525,38.0,13.8,71.2,4 (0.8%),172 (32.8%),329 (62.7%),5 (1.0%),"$18,631 ",Bottom 25th Percentile,0,0,0,1,False,1,0
244,920,Quest To Learn,Public,351 W 18th St,New York,10011,New York County,New York City Geographic District # 2,No,No,Yes,543,44.0,12.3,71.8,101 (18.6%),116 (21.4%),236 (43.5%),68 (12.5%),"$16,454 ",Bottom 25th Percentile,0,0,0,1,False,1,0
245,922,Richmond Hill High School,Public,89-30 114th St,Richmond Hill,11418,Queens County,New York City Geographic District #27,No,No,Yes,1569,125.0,12.5,80.6,61 (3.9%),193 (12.3%),717 (45.7%),455 (29.0%),"$18,274 ",Bottom 25th Percentile,0,0,0,1,True,0,1
246,923,Voyages Prep-South Queens,Public,156-10 Baisley Blvd,Jamaica,11434,Queens County,New York City Geographic District #27,No,No,Yes,256,19.0,13.4,64.5,4 (1.6%),178 (69.5%),45 (17.6%),15 (5.9%),"$17,470 ",Bottom 25th Percentile,0,0,0,1,False,1,0
247,924,Inwood Early College For Health And Information Technologies,Public,650 Academy St,New York,10034,New York County,New York City Geographic District # 6,No,No,Yes,403,32.0,12.5,91.1,6 (1.5%),48 (11.9%),340 (84.4%),2 (0.5%),"$17,311 ",Bottom 25th Percentile,0,0,0,1,True,0,1
248,925,Hudson High School Of Learning Technologies,Public,351 W 18th St,New York,10011,New York County,New York City Geographic District # 2,No,No,Yes,475,32.0,14.8,80.4,15 (3.2%),118 (24.8%),300 (63.2%),28 (5.9%),"$16,285 ",Bottom 25th Percentile,0,0,0,1,True,0,1
249,927,Martin Van Buren High School,Public,230-17 Hillside Ave,Queens Village,11427,Queens County,New York City Geographic District #26,No,No,Yes,1171,70.0,16.6,73.1,35 (3.0%),542 (46.3%),203 (17.3%),312 (26.6%),"$16,758 ",Bottom 25th Percentile,0,0,0,1,True,0,1
250,928,Brooklyn Academy Of Science And The Environment,Public,883 Classon Ave,Brooklyn,11225,Kings County,New York City Geographic District #17,No,No,Yes,379,21.0,18.0,74.9,13 (3.4%),303 (79.9%),43 (11.3%),15 (4.0%),"$14,078 ",Bottom 25th Percentile,0,0,0,1,True,0,1
251,929,Millenium Art Academy,Public,1980 Lafayette Ave,Bronx,10473,Bronx County,New York City Geographic District # 8,No,No,Yes,428,31.0,13.8,74.5,10 (2.3%),113 (26.4%),292 (68.2%),5 (1.2%),"$19,927 ",Bottom 25th Percentile,0,0,0,1,True,0,1
252,930,Manhattan Academy For Arts And Languages,Public,111 E 33rd St,New York,10016,New York County,New York City Geographic District # 2,No,No,Yes,238,20.0,11.9,97.1,5 (2.1%),6 (2.5%),225 (94.5%),2 (0.8%),"$19,446 ",Bottom 25th Percentile,0,0,0,1,True,0,1
253,931,Liberty High School Academy For Newcomers,Public,250 W 18th St,New York,10011,New York County,New York City Geographic District # 2,No,No,Yes,411,27.0,15.2,75.7,33 (8.0%),97 (23.6%),240 (58.4%),36 (8.8%),"$16,909 ",Bottom 25th Percentile,0,0,0,1,True,0,1
254,933,Spring Creek Community School,Public,1065 Elton St,Brooklyn,11239,Kings County,New York City Geographic District #19,No,No,Yes,524,46.0,11.3,81.7,9 (1.7%),379 (72.3%),114 (21.8%),5 (1.0%),"$17,111 ",Bottom 25th Percentile,0,0,0,1,True,0,1
255,934,Curtis High School,Public,105 Hamilton Ave,Staten Island,10301,Richmond County,New York City Geographic District #31,No,No,Yes,2589,154.0,16.8,74.5,346 (13.4%),929 (35.9%),"1,053 (40.7%)",176 (6.8%),"$12,767 ",Bottom 25th Percentile,0,0,0,1,True,0,1
256,938,Urban Assembly School For Media Studies,Public,122 Amsterdam Ave,New York,10023,New York County,New York City Geographic District # 3,No,No,Yes,411,26.0,15.7,87.1,8 (1.9%),135 (32.8%),247 (60.1%),10 (2.4%),"$15,518 ",Bottom 25th Percentile,0,0,0,1,True,0,1
257,939,Bronxwood Preparatory Academy (The),Public,921 E 228th St,Bronx,10466,Bronx County,New York City Geographic District #11,No,No,Yes,359,26.0,13.8,70.5,13 (3.6%),229 (63.8%),89 (24.8%),13 (3.6%),"$15,759 ",Bottom 25th Percentile,0,0,0,1,False,1,0
258,941,International School For Liberal Arts,Public,2780 Reservoir Ave,Bronx,10468,Bronx County,New York City Geographic District #10,No,No,Yes,517,40.0,12.9,98.1,0 (0.0%),1 (0.2%),515 (99.6%),1 (0.2%),"$16,727 ",Bottom 25th Percentile,0,0,0,1,True,0,1
259,942,Union Square Academy For Health Sciences,Public,40 Irving Pl,New York,10003,New York County,New York City Geographic District # 2,No,No,Yes,423,30.0,14.1,83.5,25 (5.9%),87 (20.6%),252 (59.6%),47 (11.1%),"$14,607 ",Bottom 25th Percentile,0,0,0,1,True,0,1
260,943,Newtown High School,Public,48-01 90th St,Elmhurst,11373,Queens County,New York City Geographic District #24,No,No,Yes,1778,115.0,15.4,76.0,87 (4.9%),141 (7.9%),"1,059 (59.6%)",432 (24.3%),"$14,757 ",Bottom 25th Percentile,0,0,0,1,True,0,1
261,944,High School For Language And Diplomacy (The),Public,40 Irving Pl,New York,10003,New York County,New York City Geographic District # 2,No,No,Yes,301,21.0,14.4,74.8,11 (3.7%),69 (22.9%),141 (46.8%),73 (24.3%),"$13,170 ",Bottom 25th Percentile,0,0,0,1,True,0,1
262,945,Bronx Theatre High School,Public,99 Terrace View Ave,Bronx,10463,Bronx County,New York City Geographic District #10,No,No,Yes,353,27.0,13.0,84.7,8 (2.3%),113 (32.0%),216 (61.2%),4 (1.1%),"$15,200 ",Bottom 25th Percentile,0,0,0,1,True,0,1
263,946,Eagle Academy For Young Men,Public,4143 3rd Ave,Bronx,10457,Bronx County,New York City Geographic District # 9,No,No,Yes,532,33.0,15.9,77.8,5 (0.9%),290 (54.5%),222 (41.7%),2 (0.4%),"$15,685 ",Bottom 25th Percentile,0,0,0,1,True,0,1
264,947,Excellence Girls Charter School,"Public, Charter, Alternative",794 Monroe St-3rd Fl,Brooklyn,11221,Kings County,Excellence Girls Charter School,Yes,No,Yes,1443,123.0,11.7,67.6,15 (1.0%),"1,108 (76.8%)",240 (16.6%),25 (1.7%),"$15,263 ",Bottom 25th Percentile,0,0,0,1,False,1,0
265,948,Frederick Douglass Academy III Secondary School,Public,3630 3rd Ave,Bronx,10456,Bronx County,New York City Geographic District # 9,No,No,Yes,411,31.0,13.2,86.6,6 (1.5%),179 (43.6%),213 (51.8%),5 (1.2%),"$16,684 ",Bottom 25th Percentile,0,0,0,1,True,0,1
266,950,New Visions Charter High School For The Humanities III,"Public, Charter",3000 Ave X,Brooklyn,11235,Kings County,New Visions Charter High School For The Humanities III,Yes,No,Yes,236,26.0,9.0,71.2,3 (1.3%),208 (88.1%),23 (9.7%),0 (0.0%),"$20,383 ",Bottom 25th Percentile,0,0,0,1,False,1,0
267,951,August Martin High School,Public,156-10 Baisley Blvd,Jamaica,11434,Queens County,New York City Geographic District #27,No,No,Yes,311,25.0,12.4,77.2,4 (1.3%),206 (66.2%),47 (15.1%),36 (11.6%),"$24,512 ",Bottom 25th Percentile,0,0,0,1,True,0,1
268,952,Leadership Preparatory Ocean Hill Charter School,"Public, Charter, Alternative",51 Christopher Ave,Brooklyn,11212,Kings County,Leadership Preparatory Ocean Hill Charter School,Yes,No,Yes,1202,97.0,12.3,72.5,8 (0.7%),988 (82.2%),148 (12.3%),9 (0.7%),"$14,377 ",Bottom 25th Percentile,0,0,0,1,True,0,1
269,953,Academy For Language And Technology,Public,1700 Macombs Rd,Bronx,10453,Bronx County,New York City Geographic District # 9,No,No,Yes,319,23.0,13.8,100.0,0 (0.0%),0 (0.0%),319 (100.0%),0 (0.0%),"$15,360 ",Bottom 25th Percentile,0,0,0,1,True,0,1
270,954,Theatre Arts Production Company School,Public,2225 Webster Ave,Bronx,10457,Bronx County,New York City Geographic District #10,No,No,Yes,549,47.0,11.6,79.4,9 (1.6%),133 (24.2%),390 (71.0%),12 (2.2%),"$17,288 ",Bottom 25th Percentile,0,0,0,1,True,0,1
271,955,Metropolitan Soundview High School (The),Public,1300 Boynton Ave,Bronx,10472,Bronx County,New York City Geographic District #12,No,No,Yes,417,34.0,12.2,91.1,7 (1.7%),95 (22.8%),301 (72.2%),10 (2.4%),"$16,781 ",Bottom 25th Percentile,0,0,0,1,True,0,1
272,956,Stephen T Mather Building Arts And Craftmanship High School,Public,439 W 49th St,New York,10019,New York County,New York City Geographic District # 2,No,No,Yes,403,37.0,10.8,78.9,18 (4.5%),106 (26.3%),254 (63.0%),12 (3.0%),"$20,440 ",Bottom 25th Percentile,0,0,0,1,True,0,1
273,957,It Takes A Village Academy,Public,5800 Tilden Ave,Brooklyn,11203,Kings County,New York City Geographic District #18,No,No,Yes,649,50.0,12.9,69.0,9 (1.4%),575 (88.6%),40 (6.2%),12 (1.8%),"$16,280 ",Bottom 25th Percentile,0,0,0,1,False,1,0
274,958,Academy Of Hospitality And Tourism,Public,911 Flatbush Ave,Brooklyn,11226,Kings County,New York City Geographic District #17,No,No,Yes,189,15.0,12.6,93.7,7 (3.7%),152 (80.4%),28 (14.8%),1 (0.5%),"$20,100 ",Bottom 25th Percentile,0,0,0,1,True,0,1
275,959,Renaissance Charter High School For Innovation,"Public, Charter",410 E 100th St-2nd Fl,New York,10029,New York County,Renaissance Charter High School For Innovation,Yes,No,Yes,449,52.0,8.6,78.0,3 (0.7%),194 (43.2%),245 (54.6%),3 (0.7%),"$25,536 ",Bottom 25th Percentile,0,0,0,1,True,0,1
276,960,Cambria Heights Academy,Public,188-04 91st Ave,Hollis,11423,Queens County,New York City Geographic District #29,No,No,Yes,370,28.0,13.2,73.0,6 (1.6%),270 (73.0%),34 (9.2%),48 (13.0%),"$14,033 ",Bottom 25th Percentile,0,0,0,1,True,0,1
277,961,High School For Law Advocacy And Community Justice,Public,122 Amsterdam Ave,New York,10023,New York County,New York City Geographic District # 3,No,No,Yes,430,31.0,13.8,89.3,10 (2.3%),143 (33.3%),248 (57.7%),17 (4.0%),"$16,653 ",Bottom 25th Percentile,0,0,0,1,True,0,1
278,962,Academy For Young Writers,Public,1065 Elton St,Brooklyn,11208,Kings County,New York City Geographic District #19,No,No,Yes,552,46.0,11.9,84.8,6 (1.1%),380 (68.8%),152 (27.5%),6 (1.1%),"$17,331 ",Bottom 25th Percentile,0,0,0,1,True,0,1
279,964,Brooklyn High School For Law And Technology,Public,1396 Broadway,Brooklyn,11221,Kings County,New York City Geographic District #16,No,No,Yes,601,37.0,16.2,81.5,11 (1.8%),383 (63.7%),171 (28.5%),22 (3.7%),"$12,986 ",Bottom 25th Percentile,0,0,0,1,True,0,1
280,965,Eagle Academy For Young Men II,Public,1137 Herkimer St,Brooklyn,11233,Kings County,New York City Geographic District #23,No,No,Yes,652,44.0,14.8,79.6,1 (0.2%),581 (89.1%),55 (8.4%),3 (0.5%),"$13,856 ",Bottom 25th Percentile,0,0,0,1,True,0,1
281,966,Bronx Studio School For Writers And Artists,Public,928 Simpson St,Bronx,10459,Bronx County,New York City Geographic District # 8,No,No,Yes,628,52.0,12.0,83.9,10 (1.6%),125 (19.9%),487 (77.5%),4 (0.6%),"$17,733 ",Bottom 25th Percentile,0,0,0,1,True,0,1
282,967,Boerum Hill School For International Studies (The),Public,284 Baltic St,Brooklyn,11201,Kings County,New York City Geographic District #15,No,No,No,724,47.0,15.5,45.4,263 (36.3%),214 (29.6%),168 (23.2%),26 (3.6%),"$12,931 ",Bottom 25th Percentile,0,0,0,1,False,1,0
283,969,Northside Charter High School,"Public, Charter",424 Leonard St-4th Fl,Brooklyn,11222,Kings County,Northside Charter High School,Yes,No,Yes,385,39.0,9.8,72.2,21 (5.5%),58 (15.1%),295 (76.6%),5 (1.3%),"$18,189 ",Bottom 25th Percentile,0,0,0,1,True,0,1
284,970,George Westinghouse Career & Technical Educational High School,Public,105 Tech Pl,Brooklyn,11201,Kings County,New York City Geographic District #13,No,No,Yes,789,52.0,15.1,77.1,13 (1.6%),538 (68.2%),186 (23.6%),28 (3.5%),"$16,107 ",Bottom 25th Percentile,0,0,0,1,True,0,1
285,971,Urban Assembly School Of Design And Construction,Public,525 W 50th St,New York,10019,New York County,New York City Geographic District # 2,No,No,Yes,310,23.0,13.4,80.0,8 (2.6%),70 (22.6%),212 (68.4%),17 (5.5%),"$15,463 ",Bottom 25th Percentile,0,0,0,1,True,0,1
286,972,Sunset Park High School,Public,153 35th St,Brooklyn,11232,Kings County,New York City Geographic District #15,No,No,Yes,1224,104.0,11.7,85.5,99 (8.1%),96 (7.8%),905 (73.9%),112 (9.2%),"$14,963 ",Bottom 25th Percentile,0,0,0,1,True,0,1
287,973,Pathways In Technology Early College High School (P-Tech),Public,150 Albany Ave,Brooklyn,11213,Kings County,New York City Geographic District #17,No,No,Yes,576,33.0,17.4,72.2,5 (0.9%),475 (82.5%),68 (11.8%),9 (1.6%),"$15,264 ",Bottom 25th Percentile,0,0,0,1,True,0,1
288,974,Cascades High School,Public,198 Forsyth St-3rd Fl,New York,10002,New York County,New York City Geographic District # 1,No,No,Yes,164,12.0,13.6,81.7,2 (1.2%),80 (48.8%),77 (47.0%),3 (1.8%),"$19,483 ",Bottom 25th Percentile,0,0,0,1,True,0,1
289,975,South Brooklyn Community High School,Public,173 Conover St,Brooklyn,11231,Kings County,New York City Geographic District #15,No,No,Yes,154,13.0,11.7,87.7,4 (2.6%),48 (31.2%),88 (57.1%),1 (0.6%),"$23,184 ",Bottom 25th Percentile,0,0,0,1,True,0,1
290,976,School For Human Rights (The),Public,600 Kingston Ave,Brooklyn,11203,Kings County,New York City Geographic District #17,No,No,Yes,346,25.0,13.8,82.4,4 (1.2%),305 (88.2%),25 (7.2%),6 (1.7%),"$21,018 ",Bottom 25th Percentile,0,0,0,1,True,0,1
291,977,In-Technical Academy (Ms/High School 368),Public,2975 Tibbetts Ave,Bronx,10463,Bronx County,New York City Geographic District #10,No,No,Yes,1012,60.0,16.8,85.7,38 (3.8%),82 (8.1%),835 (82.5%),40 (4.0%),"$14,909 ",Bottom 25th Percentile,0,0,0,1,True,0,1
292,978,New Visions Charter High School-Adv Math/Scie,"Public, Charter",99 Terrace View Ave-Rm 254,Bronx,10463,New York County,New Visions Charter High School-Adv Math/Scie,Yes,No,Yes,494,44.0,11.2,64.2,5 (1.0%),202 (40.9%),253 (51.2%),12 (2.4%),"$16,501 ",Bottom 25th Percentile,0,0,0,1,False,1,0
293,979,East Bronx Academy For The Future,Public,1716 Southern Blvd,Bronx,10460,Bronx County,New York City Geographic District #12,No,No,Yes,669,46.0,14.5,94.2,8 (1.2%),170 (25.4%),462 (69.1%),10 (1.5%),"$18,989 ",Bottom 25th Percentile,0,0,0,1,True,0,1
294,980,Thurgood Marshall Academy For Learning & Social Change,Public,200-214 W 135th St,New York,10030,New York County,New York City Geographic District # 5,No,No,Yes,561,40.0,14.0,71.7,9 (1.6%),381 (67.9%),151 (26.9%),8 (1.4%),"$14,512 ",Bottom 25th Percentile,0,0,0,1,False,1,0
295,981,Heritage School (The),Public,1680 Lexington Ave,New York,10029,New York County,New York City Geographic District # 4,No,No,Yes,318,21.0,15.1,89.6,11 (3.5%),84 (26.4%),206 (64.8%),12 (3.8%),"$15,071 ",Bottom 25th Percentile,0,0,0,1,True,0,1
296,982,Nelson Mandela High School,Public,1700 Fulton St,Brooklyn,11213,Kings County,New York City Geographic District #16,No,No,Yes,253,16.0,15.8,79.1,2 (0.8%),212 (83.8%),26 (10.3%),3 (1.2%),"$15,695 ",Bottom 25th Percentile,0,0,0,1,True,0,1
297,983,Jacqueline Kennedy-Onassis High School,Public,120 W 46th St,New York,10036,New York County,New York City Geographic District # 2,No,No,Yes,453,32.0,14.2,77.5,15 (3.3%),115 (25.4%),291 (64.2%),28 (6.2%),"$14,903 ",Bottom 25th Percentile,0,0,0,1,True,0,1
298,984,Queens High School For Information Research And Technology,Public,8-21 Bay 25th St,Far Rockaway,11691,Queens County,New York City Geographic District #27,No,No,Yes,469,32.0,14.6,69.3,13 (2.8%),187 (39.9%),229 (48.8%),24 (5.1%),"$15,196 ",Bottom 25th Percentile,0,0,0,1,False,1,0
299,985,Life Academy High School For Film And Music,Public,2630 Benson Ave,Brooklyn,11214,Kings County,New York City Geographic District #21,No,No,Yes,284,23.0,12.4,76.1,39 (13.7%),91 (32.0%),116 (40.8%),31 (10.9%),"$16,266 ",Bottom 25th Percentile,0,0,0,1,True,0,1
300,986,Global Learning Collaborative (The),Public,145 W 84th St,New York,10024,New York County,New York City Geographic District # 3,No,No,Yes,421,27.0,15.6,81.9,22 (5.2%),111 (26.4%),275 (65.3%),7 (1.7%),"$16,080 ",Bottom 25th Percentile,0,0,0,1,True,0,1
301,987,High School For Energy And Technology,Public,2474 Crotona Ave,Bronx,10458,Bronx County,New York City Geographic District #10,No,No,Yes,413,31.0,13.2,81.4,5 (1.2%),98 (23.7%),291 (70.5%),13 (3.1%),"$16,827 ",Bottom 25th Percentile,0,0,0,1,True,0,1
302,988,Business Of Sports School,Public,439 W 49th St,New York,10019,New York County,New York City Geographic District # 2,No,No,Yes,433,35.0,12.3,72.3,14 (3.2%),139 (32.1%),266 (61.4%),6 (1.4%),"$17,066 ",Bottom 25th Percentile,0,0,0,1,True,0,1
303,989,High School For Global Citizenship (The),Public,883 Classon Ave,Brooklyn,11225,Kings County,New York City Geographic District #17,No,No,Yes,213,13.0,16.3,90.1,6 (2.8%),155 (72.8%),40 (18.8%),7 (3.3%),"$15,355 ",Bottom 25th Percentile,0,0,0,1,True,0,1
304,990,Brooklyn Academy High School,Public,832 Marcy Ave,Brooklyn,11216,Kings County,New York City Geographic District #13,No,No,Yes,194,16.0,12.1,83.5,0 (0.0%),163 (84.0%),30 (15.5%),1 (0.5%),"$23,664 ",Bottom 25th Percentile,0,0,0,1,True,0,1
305,991,Validus Preparatory Academy,Public,1595 Bathgate Ave,Bronx,10457,Bronx County,New York City Geographic District # 9,No,No,Yes,353,24.0,14.7,89.2,2 (0.6%),113 (32.0%),233 (66.0%),2 (0.6%),"$17,385 ",Bottom 25th Percentile,0,0,0,1,True,0,1
306,994,Mott Hall Bronx High School,Public,1595 Bathgate Ave,Bronx,10457,Bronx County,New York City Geographic District # 9,No,No,Yes,380,27.0,14.2,91.1,4 (1.1%),101 (26.6%),270 (71.1%),0 (0.0%),"$14,940 ",Bottom 25th Percentile,0,0,0,1,True,0,1
307,996,Bronx High School For The Visual Arts,Public,2040 Antin Pl,Bronx,10462,Bronx County,New York City Geographic District #11,No,No,Yes,468,32.0,14.6,78.0,45 (9.6%),125 (26.7%),277 (59.2%),15 (3.2%),"$17,122 ",Bottom 25th Percentile,0,0,0,1,True,0,1
308,997,North Queens Community High School,Public,141-25 77th Rd,Flushing,11367,Queens County,New York City Geographic District #25,No,No,Yes,171,13.0,13.1,74.9,13 (7.6%),78 (45.6%),56 (32.7%),17 (9.9%),"$18,276 ",Bottom 25th Percentile,0,0,0,1,True,0,1
309,999,Bronx River High School,Public,3000 E Tremont Ave,Bronx,10461,Bronx County,New York City Geographic District # 8,No,No,Yes,424,33.0,12.8,80.4,23 (5.4%),97 (22.9%),268 (63.2%),20 (4.7%),"$17,164 ",Bottom 25th Percentile,0,0,0,1,True,0,1
310,1000,Juan Morel Campos Secondary School,Public,215 Heyward St,Brooklyn,11206,Kings County,New York City Geographic District #14,No,No,Yes,508,52.0,9.7,85.2,31 (6.1%),100 (19.7%),368 (72.4%),5 (1.0%),"$28,476 ",Bottom 25th Percentile,0,0,0,1,True,0,1
311,1001,High School For Law Enforcement And Public Safety,Public,116-25 Guy R Brewer Blvd,Jamaica,11434,Queens County,New York City Geographic District #28,No,No,Yes,465,31.0,14.9,69.5,8 (1.7%),265 (57.0%),117 (25.2%),55 (11.8%),"$14,224 ",Bottom 25th Percentile,0,0,0,1,False,1,0
312,1002,Lower Manhattan Arts Academy,Public,350 Grand St,New York,10002,New York County,New York City Geographic District # 2,No,No,Yes,291,27.0,10.7,74.9,9 (3.1%),79 (27.1%),164 (56.4%),25 (8.6%),"$19,072 ",Bottom 25th Percentile,0,0,0,1,True,0,1
313,1003,High School For Enterprise Business & Technology (The),Public,850 Grand St,Brooklyn,11211,Kings County,New York City Geographic District #14,No,No,Yes,831,48.0,17.2,85.9,19 (2.3%),251 (30.2%),496 (59.7%),45 (5.4%),"$13,855 ",Bottom 25th Percentile,0,0,0,1,True,0,1
314,1004,Frederick Douglass Academy Vii High School,Public,226 Bristol St,Brooklyn,11212,Kings County,New York City Geographic District #23,No,No,Yes,159,13.0,12.2,88.7,0 (0.0%),134 (84.3%),20 (12.6%),3 (1.9%),"$21,985 ",Bottom 25th Percentile,0,0,0,1,True,0,1
315,1006,Westchester Square Academy,Public,3000 E Tremont Ave,Bronx,10461,Bronx County,New York City Geographic District # 8,No,No,Yes,547,39.0,14.0,79.3,61 (11.2%),134 (24.5%),308 (56.3%),30 (5.5%),"$15,193 ",Bottom 25th Percentile,0,0,0,1,True,0,1
316,1007,Marie Curie High School-Nursing,Public,120 W 231st St,Bronx,10463,Bronx County,New York City Geographic District #10,No,No,Yes,427,33.0,12.9,75.4,16 (3.7%),127 (29.7%),264 (61.8%),8 (1.9%),"$15,892 ",Bottom 25th Percentile,0,0,0,1,True,0,1
317,1009,Bronx Academy For Software Engineering (Base),Public,2474 Crotona Ave,Bronx,10458,Bronx County,New York City Geographic District #10,No,No,Yes,414,37.0,11.1,75.8,14 (3.4%),114 (27.5%),253 (61.1%),23 (5.6%),"$17,228 ",Bottom 25th Percentile,0,0,0,1,True,0,1
318,1010,World Academy For Total Community Health High School,Public,400 Pennsylvania Ave,Brooklyn,11207,Kings County,New York City Geographic District #19,No,No,Yes,250,22.0,11.3,92.0,4 (1.6%),181 (72.4%),53 (21.2%),7 (2.8%),"$19,007 ",Bottom 25th Percentile,0,0,0,1,True,0,1
319,1012,Flushing High School,Public,35-01 Union St,Flushing,11354,Queens County,New York City Geographic District #25,No,No,Yes,1620,112.0,14.4,78.0,54 (3.3%),314 (19.4%),949 (58.6%),253 (15.6%),"$15,208 ",Bottom 25th Percentile,0,0,0,1,True,0,1
320,1013,Math/Science Research/Technical Magnet,Public,207-01 116th Ave,Cambria Heights,11411,Queens County,New York City Geographic District #29,No,No,Yes,390,23.0,17.2,73.1,8 (2.1%),257 (65.9%),46 (11.8%),63 (16.2%),"$15,505 ",Bottom 25th Percentile,0,0,0,1,True,0,1
321,1015,High School Of Arts And Technology,Public,122 Amsterdam Ave,New York,10023,New York County,New York City Geographic District # 3,No,No,Yes,496,36.0,13.7,84.7,18 (3.6%),160 (32.3%),272 (54.8%),30 (6.0%),"$16,423 ",Bottom 25th Percentile,0,0,0,1,True,0,1
322,1016,Urban Assembly School For Collaborative Healthcare (The),Public,999 Jamaica Ave,Brooklyn,11208,Kings County,New York City Geographic District #19,No,No,Yes,337,27.0,12.4,76.6,10 (3.0%),112 (33.2%),149 (44.2%),38 (11.3%),"$14,388 ",Bottom 25th Percentile,0,0,0,1,True,0,1
323,1017,Bronx Academy Of Health Careers,Public,800 E Gun Hill Rd,Bronx,10467,Bronx County,New York City Geographic District #11,No,No,Yes,359,26.0,13.8,78.8,3 (0.8%),148 (41.2%),187 (52.1%),13 (3.6%),"$15,983 ",Bottom 25th Percentile,0,0,0,1,True,0,1
324,1018,Bronx Arena High School,Public,1440 Story Ave,Bronx,10473,Bronx County,New York City Geographic District # 8,No,No,Yes,144,14.0,10.2,88.9,4 (2.8%),56 (38.9%),79 (54.9%),2 (1.4%),"$23,538 ",Bottom 25th Percentile,0,0,0,1,True,0,1
325,1020,Professional Pathways High School,Public,3000 Ave X,Brooklyn,11235,Kings County,New York City Geographic District #22,No,No,Yes,210,15.0,13.9,77.1,59 (28.1%),55 (26.2%),69 (32.9%),22 (10.5%),"$17,781 ",Bottom 25th Percentile,0,0,0,1,True,0,1
326,1021,Charter High School For Law And Social Justice,"Public, Charter",1960 University Ave,Bronx,10453,Bronx County,Charter High School For Law And Social Justice,Yes,No,Yes,422,27.0,15.6,67.5,0 (0.0%),85 (20.1%),310 (73.5%),1 (0.2%),"$20,116 ",Bottom 25th Percentile,0,0,0,1,False,1,0
327,1022,Jill Chaifetz Transfer High School,Public,778 Forest Ave,Bronx,10456,Bronx County,New York City Geographic District # 7,No,No,Yes,203,18.0,11.2,81.8,2 (1.0%),59 (29.1%),134 (66.0%),4 (2.0%),"$19,728 ",Bottom 25th Percentile,0,0,0,1,True,0,1
328,1024,A-Technical High School,Public,50 Bedford Ave,Brooklyn,11222,Kings County,New York City Geographic District #14,No,No,Yes,334,33.0,10.1,82.6,9 (2.7%),168 (50.3%),139 (41.6%),10 (3.0%),"$24,722 ",Bottom 25th Percentile,0,0,0,1,True,0,1
