,ranking,school_name,school_type,address,city,zipcode,county,district,is_charter,is_magnet,is_title_i,total_students,fullt_time_teachers,student_teacher_ratio,free_lunch_recipient,white,black,hispanic,asian,total_expenditure_per_pupil,ranking_quartile,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high,lunch_eligibity_high_False,lunch_eligibity_high_True
0,1,Bronx High School Of Science (The),Public,75 W 205th St,Bronx,10468,Bronx County,New York City Geographic District #10,No,No,No,3020,141.0,21.4,42.6,673 (22.3%),80 (2.6%),214 (7.1%),"1,934 (64.0%)","$9,289 ",Top 25th Percentile,1,0,0,0,False,1,0
1,2,Stuyvesant High School,Public,345 Chambers St,New York,10282,New York County,New York City Geographic District # 2,No,No,No,3319,158.0,20.9,43.0,626 (18.9%),29 (0.9%),99 (3.0%),"2,409 (72.6%)","$10,131 ",Top 25th Percentile,1,0,0,0,False,1,0
2,3,Queens High School For The Sciences At York College,Public,94-50 159th St,Jamaica,11433,Queens County,New York City Geographic District #28,No,No,No,475,27.0,17.5,60.8,29 (6.1%),15 (3.2%),19 (4.0%),387 (81.5%),"$11,832 ",Top 25th Percentile,1,0,0,0,False,1,0
3,5,High School Of American Studies At Lehman College,Public,2925 Goulden Ave,Bronx,10468,Bronx County,New York City Geographic District #10,No,No,No,412,25.0,16.4,23.8,233 (56.6%),16 (3.9%),40 (9.7%),85 (20.6%),"$13,250 ",Top 25th Percentile,1,0,0,0,False,1,0
4,6,Townsend Harris High School,Public,149-11 Melbourne Ave,Flushing,11367,Queens County,New York City Geographic District #25,No,No,No,1183,56.0,21.1,47.5,229 (19.4%),61 (5.2%),146 (12.3%),654 (55.3%),"$11,244 ",Top 25th Percentile,1,0,0,0,False,1,0
5,8,Staten Island Technical High School,Public,485 Clawson St,Staten Island,10306,Richmond County,New York City Geographic District #31,No,No,No,1332,63.0,21.3,42.3,559 (42.0%),9 (0.7%),28 (2.1%),662 (49.7%),"$10,727 ",Top 25th Percentile,1,0,0,0,False,1,0
6,10,Brooklyn Technical High School,Public,29 Ft Greene Pl,Brooklyn,11217,Kings County,New York City Geographic District #13,No,No,No,5934,270.0,22.0,59.5,"1,452 (24.5%)",342 (5.8%),420 (7.1%),"3,557 (59.9%)","$9,360 ",Top 25th Percentile,1,0,0,0,False,1,0
7,14,High School Mathematics Science And Engineering At Ccny,Public,240 Convent Ave,New York,10031,New York County,New York City Geographic District # 5,No,No,No,490,31.0,15.9,40.4,148 (30.2%),42 (8.6%),82 (16.7%),141 (28.8%),"$14,568 ",Top 25th Percentile,1,0,0,0,False,1,0
8,17,Eleanor Roosevelt High School,Public,411 E 76th St,New York,10021,New York County,New York City Geographic District # 2,No,No,No,528,35.0,15.2,19.5,356 (67.4%),14 (2.7%),53 (10.0%),80 (15.2%),"$12,179 ",Top 25th Percentile,1,0,0,0,False,1,0
9,19,Millennium High School,Public,75 Broad St,New York,10004,New York County,New York City Geographic District # 2,No,No,No,683,40.0,17.0,49.3,219 (32.1%),26 (3.8%),76 (11.1%),319 (46.7%),"$9,873 ",Top 25th Percentile,1,0,0,0,False,1,0
10,32,Nyc Ischool,Public,131 Ave Of The Americas,New York,10013,New York County,New York City Geographic District # 2,No,No,No,464,33.0,14.0,34.5,213 (45.9%),68 (14.7%),99 (21.3%),38 (8.2%),"$12,215 ",Top 25th Percentile,1,0,0,0,False,1,0
11,33,Nyc Lab High School For Collaborative Studies,Public,333 W 17th St,New York,10011,New York County,New York City Geographic District # 2,No,No,No,471,41.0,11.4,26.5,266 (56.5%),17 (3.6%),58 (12.3%),87 (18.5%),"$19,045 ",Top 25th Percentile,1,0,0,0,False,1,0
12,39,High School For Dual Language And Asian Studies,Public,350 Grand St,New York,10002,New York County,New York City Geographic District # 2,No,No,Yes,403,25.0,16.1,88.6,9 (2.2%),9 (2.2%),14 (3.5%),367 (91.1%),"$12,295 ",Top 25th Percentile,1,0,0,0,True,0,1
13,44,Success Academy Charter School-Harlem 1,"Public, Charter, Alternative",34 W 118th St-2nd Fl,New York,10026,New York County,Success Academy Charter School-Harlem 1,Yes,No,Yes,1225,96.0,12.8,72.9,18 (1.5%),825 (67.3%),266 (21.7%),11 (0.9%),"$21,339 ",Top 25th Percentile,1,0,0,0,True,0,1
14,48,Brooklyn Latin School (The),Public,223 Graham Ave,Brooklyn,11206,Kings County,New York City Geographic District #14,No,No,No,699,35.0,20.2,60.1,93 (13.3%),86 (12.3%),82 (11.7%),376 (53.8%),"$10,483 ",Top 25th Percentile,1,0,0,0,False,1,0
15,54,Millennium Brooklyn High School,Public,237 7th Ave,Brooklyn,11215,Kings County,New York City Geographic District #15,No,No,No,671,57.0,11.7,34.9,295 (44.0%),112 (16.7%),133 (19.8%),84 (12.5%),"$16,939 ",Top 25th Percentile,1,0,0,0,False,1,0
16,55,Manhattan/Hunter Science High School,Public,122 Amsterdam Ave,New York,10023,New York County,New York City Geographic District # 3,No,No,No,441,26.0,16.9,59.0,92 (20.9%),72 (16.3%),135 (30.6%),115 (26.1%),"$11,731 ",Top 25th Percentile,1,0,0,0,False,1,0
17,64,Baruch College Campus High School,Public,55 E 25th St,New York,10010,New York County,New York City Geographic District # 2,No,No,No,476,28.0,16.9,38.7,203 (42.6%),17 (3.6%),63 (13.2%),165 (34.7%),"$11,213 ",Top 25th Percentile,1,0,0,0,False,1,0
18,75,Fiorello H Laguardia High School,Public,100 Amsterdam Ave,New York,10023,New York County,New York City Geographic District # 3,No,No,No,2762,139.0,19.9,28.3,"1,256 (45.5%)",271 (9.8%),488 (17.7%),536 (19.4%),"$10,780 ",Top 25th Percentile,1,0,0,0,False,1,0
19,87,Scholars' Academy,Public,320 Beach 104th St,Rockaway Park,11694,Queens County,New York City Geographic District #27,No,No,No,1348,71.0,18.9,47.1,563 (41.8%),232 (17.2%),264 (19.6%),252 (18.7%),"$10,256 ",Top 25th Percentile,1,0,0,0,False,1,0
20,99,Baccalaureate School For Global Education,Public,34-12 36th Ave,Long Island City,11106,Queens County,New York City Geographic District #30,No,No,No,536,30.0,17.9,35.6,144 (26.9%),21 (3.9%),101 (18.8%),247 (46.1%),"$11,568 ",Top 25th Percentile,1,0,0,0,False,1,0
21,117,Bard High School Early College,Public,525 E Houston St,New York,10002,New York County,New York City Geographic District # 1,No,No,No,614,40.0,15.3,40.4,247 (40.2%),67 (10.9%),107 (17.4%),178 (29.0%),"$12,068 ",Top 25th Percentile,1,0,0,0,False,1,0
22,123,Beacon High School,Public,522 W 44th St,New York,10036,New York County,New York City Geographic District # 3,No,No,No,1424,66.0,21.5,36.2,666 (46.8%),202 (14.2%),280 (19.7%),127 (8.9%),"$9,198 ",Top 25th Percentile,1,0,0,0,False,1,0
23,126,Bedford Academy High School,Public,1119 Bedford Ave,Brooklyn,11217,Kings County,New York City Geographic District #13,No,No,Yes,361,25.0,14.4,90.0,12 (3.3%),283 (78.4%),32 (8.9%),12 (3.3%),"$13,902 ",Top 25th Percentile,1,0,0,0,True,0,1
24,130,Manhattan Village Academy,Public,43 W 22nd St,New York,10010,New York County,New York City Geographic District # 2,No,No,Yes,452,30.0,15.1,77.0,40 (8.8%),63 (13.9%),288 (63.7%),37 (8.2%),"$11,616 ",Top 25th Percentile,1,0,0,0,True,0,1
25,132,Bard High School Early College Queens,Public,30-20 Thomson Ave,Long Island City,11101,Queens County,New York City Geographic District #24,No,No,No,643,40.0,16.0,42.6,208 (32.3%),66 (10.3%),121 (18.8%),228 (35.5%),"$11,328 ",Top 25th Percentile,1,0,0,0,False,1,0
26,136,Leon M Goldstein High School For The Sciences,Public,1830 Shore Blvd,Brooklyn,11235,Kings County,New York City Geographic District #22,No,No,No,1061,52.0,20.3,46.3,577 (54.4%),73 (6.9%),96 (9.0%),294 (27.7%),"$11,910 ",Top 25th Percentile,1,0,0,0,False,1,0
27,151,Clinton School (The),Public,10 E 15th St,New York,10003,New York County,New York City Geographic District # 2,No,No,No,721,51.0,14.1,16.0,459 (63.7%),28 (3.9%),89 (12.3%),92 (12.8%),"$11,766 ",Top 25th Percentile,1,0,0,0,False,1,0
28,161,Columbia Secondary School,Public,425 W 123rd St,New York,10027,New York County,New York City Geographic District # 5,No,No,No,716,47.0,15.2,48.5,187 (26.1%),147 (20.5%),280 (39.1%),58 (8.1%),"$12,369 ",Top 25th Percentile,1,0,0,0,False,1,0
29,198,Aviation Career And Technical Education High School,Public,45-30 36th St,Long Island City,11101,Queens County,New York City Geographic District #24,No,No,Yes,2097,122.0,17.1,61.5,193 (9.2%),85 (4.1%),962 (45.9%),758 (36.1%),"$13,173 ",Top 25th Percentile,1,0,0,0,False,1,0
30,218,Academy Of Finance And Enterprise,Public,30-20 Thomson Ave,Long Island City,11101,Queens County,New York City Geographic District #24,No,No,Yes,646,32.0,20.1,80.3,99 (15.3%),28 (4.3%),328 (50.8%),160 (24.8%),"$11,590 ",Top 25th Percentile,1,0,0,0,True,0,1
31,234,New Explorations Into Sciencetech And Math High School,"Public, Alternative",111 Columbia St,New York,10002,New York County,New York City Geographic District # 1,No,No,No,1752,95.0,18.4,23.5,710 (40.5%),123 (7.0%),202 (11.5%),578 (33.0%),"$10,124 ",Top 25th Percentile,1,0,0,0,False,1,0
32,241,Manhattan Center For Science & Mathematics,Public,260 Pleasant Ave,New York,10029,New York County,New York City Geographic District # 4,No,No,Yes,1657,90.0,18.4,80.4,90 (5.4%),310 (18.7%),875 (52.8%),309 (18.6%),"$11,141 ",Top 25th Percentile,1,0,0,0,True,0,1
33,273,Csi High School For International Studies,Public,100 Essex Dr,Staten Island,10314,Richmond County,New York City Geographic District #31,No,No,No,492,28.0,17.5,47.8,267 (54.3%),36 (7.3%),97 (19.7%),79 (16.1%),"$12,810 ",Top 25th Percentile,1,0,0,0,False,1,0
34,279,Central Park East High School,Public,1573 Madison Ave-Rm 321,New York,10029,New York County,New York City Geographic District # 4,No,No,Yes,512,29.0,17.6,78.1,23 (4.5%),134 (26.2%),253 (49.4%),87 (17.0%),"$14,323 ",50th Percentile,0,1,0,0,True,0,1
35,295,Nyc Museum School,Public,333 W 17th St,New York,10011,New York County,New York City Geographic District # 2,No,No,Yes,451,28.0,16.2,56.3,96 (21.3%),57 (12.6%),160 (35.5%),109 (24.2%),"$12,286 ",50th Percentile,0,1,0,0,False,1,0
36,308,East-West School Of International Studies,Public,46-21 Colden St,Flushing,11355,Queens County,New York City Geographic District #25,No,No,Yes,651,58.0,11.2,81.9,31 (4.8%),43 (6.6%),115 (17.7%),445 (68.4%),"$16,215 ",50th Percentile,0,1,0,0,True,0,1
37,317,Francis Lewis High School,Public,58-20 Utopia Pky,Fresh Meadows,11365,Queens County,New York City Geographic District #26,No,No,Yes,4469,230.0,19.4,69.1,669 (15.0%),268 (6.0%),947 (21.2%),"2,518 (56.3%)","$11,366 ",50th Percentile,0,1,0,0,False,1,0
38,337,Queens Gateway To Health Sciences Secondary School,Public,160-20 Goethals Ave,Jamaica,11432,Queens County,New York City Geographic District #28,No,No,No,711,40.0,17.8,55.0,36 (5.1%),179 (25.2%),70 (9.8%),349 (49.1%),"$11,596 ",50th Percentile,0,1,0,0,False,1,0
39,357,Thomas A Edison Career And Technical Education High School,Public,165-65 84th Ave,Jamaica,11432,Queens County,New York City Geographic District #28,No,No,Yes,2194,112.0,19.5,75.6,92 (4.2%),388 (17.7%),508 (23.2%),"1,038 (47.3%)","$12,170 ",50th Percentile,0,1,0,0,True,0,1
40,372,Hostos-Lincoln Academy Of Science,Public,600 St Anns Ave,Bronx,10455,Bronx County,New York City Geographic District # 7,No,No,Yes,556,35.0,16.0,79.3,7 (1.3%),129 (23.2%),404 (72.7%),11 (2.0%),"$13,690 ",50th Percentile,0,1,0,0,True,0,1
41,373,Brooklyn School For Math And Research (The),Public,400 Irving Ave,Brooklyn,11237,Kings County,New York City Geographic District #32,No,No,Yes,277,24.0,11.5,88.8,7 (2.5%),132 (47.7%),118 (42.6%),11 (4.0%),"$15,401 ",50th Percentile,0,1,0,0,True,0,1
42,380,Midwood High School,Public,2839 Bedford Ave,Brooklyn,11210,Kings County,New York City Geographic District #22,No,No,Yes,4156,202.0,20.5,73.3,885 (21.3%),"1,169 (28.1%)",527 (12.7%),"1,408 (33.9%)","$10,006 ",50th Percentile,0,1,0,0,True,0,1
43,395,All City Leadership Secondary School,Public,321 Palmetto St,Brooklyn,11237,Kings County,New York City Geographic District #32,No,No,Yes,432,21.0,20.5,81.0,40 (9.3%),38 (8.8%),325 (75.2%),27 (6.3%),"$11,327 ",50th Percentile,0,1,0,0,True,0,1
44,403,Academy Of American Studies,Public,28-04 41st Ave,Long Island City,11101,Queens County,New York City Geographic District #30,No,No,No,1002,48.0,20.9,62.0,345 (34.4%),41 (4.1%),349 (34.8%),264 (26.3%),"$9,984 ",50th Percentile,0,1,0,0,False,1,0
45,415,Special Music School,"Public, Alternative",129 W 67th St,New York,10023,New York County,New York City Geographic District # 3,No,No,No,313,24.0,13.0,22.0,144 (46.0%),31 (9.9%),44 (14.1%),45 (14.4%),"$14,918 ",50th Percentile,0,1,0,0,False,1,0
46,416,Brooklyn College Academy,Public,350 Coney Island Ave,Brooklyn,11218,Kings County,New York City Geographic District #22,No,No,Yes,658,33.0,19.9,71.4,26 (4.0%),455 (69.1%),75 (11.4%),61 (9.3%),"$10,334 ",50th Percentile,0,1,0,0,False,1,0
47,435,Kingsborough Early College School,Public,2630 Benson Ave,Brooklyn,11214,Kings County,New York City Geographic District #21,No,No,Yes,668,39.0,17.1,69.5,226 (33.8%),166 (24.9%),213 (31.9%),46 (6.9%),"$12,605 ",50th Percentile,0,1,0,0,False,1,0
48,445,KIPP Academy Charter School,"Public, Charter, Alternative",250 E 156th St-4th Fl,Bronx,10451,Bronx County,KIPP Academy Charter School,Yes,No,Yes,1061,83.0,12.7,86.9,7 (0.7%),445 (41.9%),594 (56.0%),1 (0.1%),"$29,148 ",50th Percentile,0,1,0,0,True,0,1
49,455,Frank Sinatra School Of The Arts High School,Public,35-12 35th Ave,Long Island City,11106,Queens County,New York City Geographic District #30,No,No,No,856,54.0,15.8,38.6,307 (35.9%),112 (13.1%),283 (33.1%),96 (11.2%),"$13,364 ",50th Percentile,0,1,0,0,False,1,0
50,472,Emma Lazarus High School,Public,100 Hester St,New York,10002,New York County,New York City Geographic District # 2,No,No,Yes,308,19.0,16.2,92.9,26 (8.4%),53 (17.2%),97 (31.5%),110 (35.7%),"$15,608 ",50th Percentile,0,1,0,0,True,0,1
51,474,Democracy Prep Harlem Charter School,"Public, Charter, Alternative",207 W 133rd St,New York,10030,New York County,Democracy Prep Harlem Charter School,Yes,No,Yes,1033,85.0,12.1,86.9,7 (0.7%),661 (64.0%),336 (32.5%),4 (0.4%),"$16,539 ",50th Percentile,0,1,0,0,True,0,1
52,475,Democracy Preparatory Charter School,"Public, Charter",2230 5th Ave,New York,10037,New York County,Democracy Preparatory Charter School,Yes,No,Yes,705,54.0,13.0,75.3,5 (0.7%),456 (64.7%),223 (31.6%),5 (0.7%),"$17,408 ",50th Percentile,0,1,0,0,True,0,1
53,486,Bronx Preparatory Charter School,"Public, Charter",3872 3rd Ave,Bronx,10457,Bronx County,Bronx Preparatory Charter School,Yes,No,Yes,706,54.0,13.0,86.0,6 (0.8%),348 (49.3%),347 (49.2%),2 (0.3%),"$18,934 ",50th Percentile,0,1,0,0,True,0,1
54,487,International Leadership Charter High School,"Public, Charter",3030 Riverdale Ave,Bronx,10463,Bronx County,International Leadership Charter High School,Yes,No,Yes,358,20.0,17.9,97.8,9 (2.5%),43 (12.0%),285 (79.6%),4 (1.1%),"$16,891 ",50th Percentile,0,1,0,0,True,0,1
55,497,City College Academy Of The Arts,Public,4600 Broadway,New York,10040,New York County,New York City Geographic District # 6,No,No,Yes,611,42.0,14.5,80.9,16 (2.6%),24 (3.9%),559 (91.5%),6 (1.0%),"$12,841 ",50th Percentile,0,1,0,0,True,0,1
56,501,Nyc Charter High School - Aeci,"Public, Charter",838 Brook Ave,Bronx,10451,Bronx County,Nyc Charter High School - Aeci,Yes,No,Yes,444,38.0,11.6,92.3,1 (0.2%),180 (40.5%),247 (55.6%),5 (1.1%),"$18,128 ",50th Percentile,0,1,0,0,True,0,1
57,521,Bronx Center For Science And Mathematics,Public,1363 Fulton Ave,Bronx,10456,Bronx County,New York City Geographic District # 9,No,No,Yes,448,33.0,13.5,87.9,13 (2.9%),92 (20.5%),304 (67.9%),29 (6.5%),"$15,102 ",50th Percentile,0,1,0,0,True,0,1
58,534,KIPP Infinity Charter School,"Public, Charter, Alternative",625 W 133 St-Rm 308d,New York,10027,New York County,KIPP Infinity Charter School,Yes,No,Yes,1099,81.0,13.5,87.4,14 (1.3%),294 (26.8%),781 (71.1%),2 (0.2%),"$21,139 ",50th Percentile,0,1,0,0,True,0,1
59,544,Renaissance Charter School,"Public, Charter, Alternative",35-59 81st St,Jackson Heights,11372,Queens County,Renaissance Charter School,Yes,No,Yes,558,44.0,12.7,66.8,52 (9.3%),34 (6.1%),358 (64.2%),104 (18.6%),"$21,223 ",50th Percentile,0,1,0,0,False,1,0
60,550,High School For Community Leadership,Public,167-01 Gothic Dr,Jamaica,11432,Queens County,New York City Geographic District #28,No,No,Yes,461,27.0,17.0,76.6,21 (4.6%),165 (35.8%),129 (28.0%),100 (21.7%),"$12,671 ",50th Percentile,0,1,0,0,True,0,1
61,558,Park East High School,Public,230 E 105th St,New York,10029,New York County,New York City Geographic District # 4,No,No,Yes,389,34.0,11.4,80.5,9 (2.3%),98 (25.2%),241 (62.0%),25 (6.4%),"$15,646 ",75th Percentile,0,0,1,0,True,0,1
62,569,Academy For Careers In Television And Film,Public,1-50 51st Ave,Long Island City,11101,Queens County,New York City Geographic District #30,No,No,No,563,38.0,14.8,56.0,105 (18.7%),66 (11.7%),316 (56.1%),40 (7.1%),"$12,816 ",75th Percentile,0,0,1,0,False,1,0
63,570,Benjamin N Cardozo High School,Public,57-00 223rd St,Bayside,11364,Queens County,New York City Geographic District #26,No,No,No,3617,177.0,20.4,62.2,489 (13.5%),778 (21.5%),756 (20.9%),"1,518 (42.0%)","$10,205 ",75th Percentile,0,0,1,0,False,1,0
64,578,Professional Performing Arts High School,Public,328 W 48th St,New York,10036,New York County,New York City Geographic District # 2,No,No,No,562,30.0,18.5,34.9,256 (45.6%),115 (20.5%),115 (20.5%),35 (6.2%),"$11,685 ",75th Percentile,0,0,1,0,False,1,0
65,585,Discovery High School,Public,2780 Reservoir Ave,Bronx,10468,Bronx County,New York City Geographic District #10,No,No,Yes,489,33.0,14.8,85.9,11 (2.2%),79 (16.2%),370 (75.7%),13 (2.7%),"$14,627 ",75th Percentile,0,0,1,0,True,0,1
66,590,Brooklyn Prospect Charter School-Central School District 15,"Public, Charter",3002 Fort Hamilton Pkwy,Brooklyn,11218,Kings County,Brooklyn Prospect Charter School-Central School District 15,Yes,No,Yes,772,75.0,10.3,38.7,321 (41.6%),77 (10.0%),271 (35.1%),61 (7.9%),"$21,352 ",75th Percentile,0,0,1,0,False,1,0
67,600,University Prep Charter High School,"Public, Charter",600 St Ann's Ave-4th Fl,Bronx,10455,Bronx County,University Prep Charter High School,Yes,No,Yes,434,33.0,13.1,86.2,5 (1.2%),156 (35.9%),259 (59.7%),4 (0.9%),"$18,746 ",75th Percentile,0,0,1,0,True,0,1
68,602,Maspeth High School,Public,54-40 74th St,Elmhurst,11373,Queens County,New York City Geographic District #24,No,No,No,1213,63.0,19.2,54.9,335 (27.6%),20 (1.6%),563 (46.4%),206 (17.0%),"$10,209 ",75th Percentile,0,0,1,0,False,1,0
69,603,High School-Construction Trades Engineering & Architecture,Public,94-06 104th St,Ozone Park,11416,Queens County,New York City Geographic District #27,No,No,No,1066,65.0,16.3,60.9,127 (11.9%),96 (9.0%),388 (36.4%),319 (29.9%),"$12,323 ",75th Percentile,0,0,1,0,False,1,0
70,604,Murray Hill Academy,Public,111 E 33rd St,New York,10016,New York County,New York City Geographic District # 2,No,No,Yes,307,24.0,12.7,86.3,20 (6.5%),94 (30.6%),163 (53.1%),18 (5.9%),"$18,526 ",75th Percentile,0,0,1,0,True,0,1
71,608,Young Women's Leadership School,Public,105 E 106th St,New York,10029,New York County,New York City Geographic District # 4,No,No,Yes,479,31.0,15.4,78.1,16 (3.3%),123 (25.7%),283 (59.1%),36 (7.5%),"$12,447 ",75th Percentile,0,0,1,0,True,0,1
72,612,Democracy Prep Endurance Charter School,"Public, Charter",250 W 127th St,New York,10027,New York County,Democracy Prep Endurance Charter School,Yes,No,Yes,654,54.0,12.1,75.5,8 (1.2%),420 (64.2%),206 (31.5%),0 (0.0%),"$18,348 ",75th Percentile,0,0,1,0,True,0,1
73,619,High School For Health Professions & Human Services,Public,345 E 15th St,New York,10003,New York County,New York City Geographic District # 2,No,No,Yes,1840,100.0,18.3,70.6,142 (7.7%),291 (15.8%),969 (52.7%),377 (20.5%),"$10,981 ",75th Percentile,0,0,1,0,False,1,0
74,622,Marble Hill High School Of International Studies,Public,99 Terrace View Ave,Bronx,10463,Bronx County,New York City Geographic District #10,No,No,Yes,448,31.0,14.4,89.1,21 (4.7%),67 (15.0%),291 (65.0%),55 (12.3%),"$14,530 ",75th Percentile,0,0,1,0,True,0,1
75,623,Art And Design High School,Public,231-249 E 56th St,New York,10019,New York County,New York City Geographic District # 2,No,No,No,1485,93.0,15.9,55.6,259 (17.4%),220 (14.8%),800 (53.9%),123 (8.3%),"$13,206 ",75th Percentile,0,0,1,0,False,1,0
76,626,New Utrecht High School,Public,1601 80th St,Brooklyn,11214,Kings County,New York City Geographic District #20,No,No,Yes,3409,205.0,16.6,79.0,852 (25.0%),99 (2.9%),"1,020 (29.9%)","1,379 (40.5%)","$12,184 ",75th Percentile,0,0,1,0,True,0,1
77,632,Talent Unlimited High School,Public,317 E 67th St,New York,10065,New York County,New York City Geographic District # 2,No,No,No,519,36.0,14.5,55.7,65 (12.5%),153 (29.5%),223 (43.0%),17 (3.3%),"$13,146 ",75th Percentile,0,0,1,0,False,1,0
78,640,Queens High School For Language Studies,Public,35-01 Union St,Flushing,11354,Queens County,New York City Geographic District #25,No,No,Yes,426,30.0,14.1,76.8,13 (3.1%),26 (6.1%),119 (27.9%),252 (59.2%),"$13,035 ",75th Percentile,0,0,1,0,True,0,1
79,642,Frank McCourt High School,Public,145 W 84th St,New York,10024,New York County,New York City Geographic District # 3,No,No,No,414,28.0,14.7,53.1,125 (30.2%),57 (13.8%),190 (45.9%),17 (4.1%),"$11,680 ",75th Percentile,0,0,1,0,False,1,0
80,643,Harlem Children's Zone Promise Academy Charter School,"Public, Charter, Alternative",245 W 129th St,New York,10027,New York County,Harlem Children's Zone Promise Academy Charter School,Yes,No,Yes,1142,66.0,17.3,84.5,11 (1.0%),913 (79.9%),196 (17.2%),2 (0.2%),"$22,173 ",75th Percentile,0,0,1,0,True,0,1
81,644,Manhattan Bridges High School,Public,525 W 50th St,New York,10019,New York County,New York City Geographic District # 2,No,No,Yes,531,28.0,18.9,87.0,1 (0.2%),2 (0.4%),525 (98.9%),0 (0.0%),"$13,047 ",75th Percentile,0,0,1,0,True,0,1
82,645,Forest Hills High School,Public,67-01 110th St,Forest Hills,11375,Queens County,New York City Geographic District #28,No,No,Yes,3792,204.0,18.5,78.0,"1,118 (29.5%)",271 (7.1%),"1,351 (35.6%)",889 (23.4%),"$10,822 ",75th Percentile,0,0,1,0,True,0,1
83,647,Unity Center For Urban Technologies,Public,111 E 33rd St,New York,10016,New York County,New York City Geographic District # 2,No,No,Yes,278,18.0,15.8,90.6,13 (4.7%),70 (25.2%),168 (60.4%),21 (7.6%),"$15,481 ",75th Percentile,0,0,1,0,True,0,1
84,650,Civic Leadership Academy,Public,45-10 94th St,Elmhurst,11373,Queens County,New York City Geographic District #24,No,No,Yes,591,33.0,17.9,76.0,33 (5.6%),30 (5.1%),409 (69.2%),77 (13.0%),"$12,134 ",75th Percentile,0,0,1,0,True,0,1
85,651,Robert H Goddard High School-Community/Technical,Public,138-30 Lafayette St,Ozone Park,11417,Queens County,New York City Geographic District #27,No,No,Yes,629,38.0,16.5,74.4,150 (23.8%),47 (7.5%),237 (37.7%),157 (25.0%),"$12,104 ",75th Percentile,0,0,1,0,True,0,1
86,653,Brooklyn Studio Secondary School,Public,8310 21st Ave,Brooklyn,11214,Kings County,New York City Geographic District #21,No,No,Yes,933,61.0,15.2,76.4,404 (43.3%),40 (4.3%),270 (28.9%),197 (21.1%),"$14,530 ",75th Percentile,0,0,1,0,True,0,1
87,654,Young Womens Leadership School - Astoria,Public,23-15 Newtown Ave,Long Island City,11105,Queens County,New York City Geographic District #30,No,No,Yes,580,41.0,14.1,79.0,99 (17.1%),45 (7.8%),234 (40.3%),188 (32.4%),"$11,985 ",75th Percentile,0,0,1,0,True,0,1
88,657,Dr Richard Izquierdo Health And Science Charter School,"Public, Charter",800 Home St-Rm 205,Bronx,10456,Bronx County,Dr Richard Izquierdo Health And Science Charter School,Yes,No,Yes,797,71.0,11.3,98.5,15 (1.9%),191 (24.0%),578 (72.5%),4 (0.5%),"$20,862 ",75th Percentile,0,0,1,0,True,0,1
89,658,York Early College Academy,Public,108-35 167th St,Jamaica,11433,Queens County,New York City Geographic District #28,No,No,Yes,657,28.0,23.4,69.3,7 (1.1%),336 (51.1%),58 (8.8%),150 (22.8%),"$11,104 ",75th Percentile,0,0,1,0,False,1,0
90,662,John V Lindsay Wildcat Academy Charter School,"Public, Charter",17 Battery Pl,New York,10004,New York County,John V Lindsay Wildcat Academy Charter School,Yes,No,Yes,472,21.0,22.7,85.0,9 (1.9%),189 (40.0%),264 (55.9%),0 (0.0%),"$19,613 ",75th Percentile,0,0,1,0,True,0,1
91,666,Queens Metropolitan High School,Public,91-30 Metropolitan Ave,Forest Hills,11375,Queens County,New York City Geographic District #28,No,No,No,1095,67.0,16.4,60.9,470 (42.9%),36 (3.3%),467 (42.6%),106 (9.7%),"$12,181 ",75th Percentile,0,0,1,0,False,1,0
92,668,Young Women's Leadership School-Queens,Public,150-91 87th Rd,Jamaica,11432,Queens County,New York City Geographic District #28,No,No,Yes,549,37.0,14.8,70.7,14 (2.6%),224 (40.8%),65 (11.8%),202 (36.8%),"$12,006 ",75th Percentile,0,0,1,0,False,1,0
93,669,Medgar Evers College Preparatory School,Public,1186 Carroll St,Brooklyn,11225,Kings County,New York City Geographic District #17,No,No,Yes,1339,69.0,19.3,66.9,12 (0.9%),"1,167 (87.2%)",70 (5.2%),24 (1.8%),"$9,852 ",75th Percentile,0,0,1,0,False,1,0
94,677,Susan E Wagner High School,Public,1200 Manor Rd,Staten Island,10314,Richmond County,New York City Geographic District #31,No,No,No,3380,169.0,20.0,54.7,"1,548 (45.8%)",348 (10.3%),923 (27.3%),488 (14.4%),"$13,376 ",75th Percentile,0,0,1,0,False,1,0
95,679,Manhattan Early College School For Advertising,Public,411 Pearl St,New York,10038,New York County,New York City Geographic District # 2,No,No,Yes,414,32.0,12.9,72.9,21 (5.1%),147 (35.5%),189 (45.7%),39 (9.4%),"$14,773 ",75th Percentile,0,0,1,0,True,0,1
96,682,Harvey Milk High School,Public,2-10 Astor Pl,New York,10003,New York County,New York City Geographic District # 2,No,No,Yes,66,9.0,7.3,87.9,8 (12.1%),11 (16.7%),46 (69.7%),1 (1.5%),"$32,341 ",75th Percentile,0,0,1,0,True,0,1
97,685,Tottenville High School,Public,100 Luten Ave,Staten Island,10312,Richmond County,New York City Geographic District #31,No,No,No,3641,211.0,17.2,34.0,"2,912 (80.0%)",58 (1.6%),412 (11.3%),196 (5.4%),"$12,974 ",75th Percentile,0,0,1,0,False,1,0
