zipcode,walkable_false,walkable_true,health_level_dead,health_level_fair,health_level_good,health_level_poor,ada_access_no,ada_access_yes,ada_access_partial,type_is_active_cleanup_mild_threat,type_is_active_significant_threat,type_is_completed_clean,type_is_maintain_continued_threat,type_is_potential_threat,type_is_felony,type_is_violation,type_is_misdemeanor,danger_level_is_high,danger_level_is_low,lunch_eligibity_high_False,lunch_eligibity_high_True,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high_False,lunch_eligibity_high_True,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high_False,lunch_eligibity_high_True,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile
11241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,288.0,435.0,152.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11243,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11249,0.0,171.0,100.0,126.0,1577.0,39.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11251,0.0,0.0,1.0,26.0,47.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,57.0,177.0,87.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,12.0,143.0,6.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11354,0.0,576.0,260.0,939.0,4431.0,194.0,0.0,1.0,0.0,4.0,0.0,8.0,1.0,0.0,41.0,43.0,50.0,14.0,120.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0
11355,0.0,523.0,294.0,662.0,4125.0,206.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,78.0,64.0,98.0,22.0,218.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11356,216.0,0.0,153.0,587.0,2249.0,110.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,33.0,48.0,50.0,8.0,123.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11357,546.0,0.0,432.0,758.0,8092.0,167.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,14.0,19.0,13.0,3.0,43.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11358,325.0,0.0,254.0,606.0,5901.0,167.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,29.0,44.0,6.0,86.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
11359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,5.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11360,303.0,0.0,103.0,431.0,1882.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,32.0,16.0,5.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11361,275.0,0.0,243.0,814.0,4891.0,233.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,56.0,55.0,109.0,40.0,180.0,6.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
11362,416.0,0.0,166.0,462.0,3693.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,13.0,1.0,42.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11363,76.0,0.0,119.0,567.0,2004.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11364,516.0,0.0,323.0,923.0,5555.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,29.0,6.0,55.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
11365,262.0,0.0,300.0,925.0,5959.0,244.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,38.0,26.0,90.0,11.0,143.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11366,135.0,0.0,91.0,312.0,2561.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,33.0,4.0,67.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
11367,387.0,0.0,194.0,555.0,4357.0,115.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,42.0,19.0,73.0,6.0,128.0,4.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
11368,0.0,235.0,222.0,628.0,3296.0,200.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,280.0,171.0,418.0,91.0,778.0,0.0,9.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
11369,243.0,0.0,165.0,396.0,2623.0,112.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,155.0,139.0,251.0,32.0,513.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11370,0.0,179.0,156.0,433.0,2433.0,157.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,80.0,73.0,134.0,12.0,275.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11371,0.0,0.0,13.0,14.0,98.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,46.0,78.0,7.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11372,0.0,386.0,140.0,503.0,2510.0,142.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,336.0,215.0,524.0,95.0,980.0,3.0,2.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11373,0.0,342.0,190.0,696.0,3146.0,172.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,230.0,123.0,398.0,64.0,687.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0
11374,0.0,393.0,175.0,482.0,2300.0,127.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,22.0,22.0,56.0,4.0,96.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11375,0.0,875.0,317.0,981.0,5566.0,195.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,56.0,52.0,260.0,30.0,338.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0
11377,0.0,348.0,242.0,764.0,4435.0,210.0,4.0,1.0,0.0,4.0,1.0,5.0,0.0,2.0,64.0,71.0,109.0,16.0,228.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11378,193.0,0.0,236.0,703.0,2995.0,99.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,27.0,39.0,68.0,10.0,124.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11379,0.0,450.0,226.0,636.0,3916.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28.0,30.0,5.0,73.0,3.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,13.0,124.0,8.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11385,0.0,412.0,675.0,2148.0,7428.0,686.0,5.0,2.0,0.0,1.0,1.0,11.0,1.0,0.0,91.0,86.0,179.0,75.0,281.0,4.0,6.0,3.0,3.0,4.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11411,202.0,0.0,168.0,384.0,2537.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,25.0,58.0,7.0,109.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0
11412,447.0,0.0,249.0,283.0,4112.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,46.0,105.0,19.0,220.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
11413,517.0,0.0,348.0,948.0,5895.0,279.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,35.0,72.0,16.0,157.0,5.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0
11414,0.0,392.0,269.0,709.0,3487.0,185.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,21.0,69.0,17.0,135.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11415,0.0,216.0,77.0,350.0,1199.0,117.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,87.0,62.0,194.0,26.0,317.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11416,0.0,131.0,80.0,240.0,1417.0,53.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,98.0,62.0,133.0,21.0,272.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
11417,0.0,206.0,203.0,388.0,2990.0,85.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,165.0,81.0,256.0,83.0,419.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
11418,0.0,198.0,181.0,362.0,2737.0,111.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,148.0,84.0,253.0,87.0,398.0,0.0,7.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11419,0.0,226.0,180.0,483.0,1994.0,148.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,95.0,252.0,53.0,505.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11420,0.0,400.0,294.0,666.0,4356.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,63.0,115.0,15.0,269.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11421,0.0,299.0,140.0,328.0,2328.0,59.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.0,94.0,241.0,33.0,404.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11422,252.0,0.0,246.0,748.0,5117.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,52.0,65.0,9.0,167.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11423,0.0,139.0,184.0,330.0,2986.0,91.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,85.0,69.0,98.0,20.0,232.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11426,221.0,0.0,275.0,817.0,3829.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,27.0,4.0,78.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11427,237.0,0.0,235.0,906.0,3056.0,180.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,27.0,26.0,2.0,72.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
11428,177.0,0.0,223.0,550.0,1907.0,158.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.0,37.0,71.0,21.0,167.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11429,264.0,0.0,181.0,301.0,2289.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,61.0,124.0,15.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11430,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,71.0,190.0,31.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11432,0.0,306.0,343.0,831.0,5579.0,205.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,272.0,103.0,440.0,159.0,656.0,1.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,6.0,0.0,3.0,3.0,2.0
11433,0.0,295.0,216.0,429.0,2962.0,138.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,162.0,78.0,231.0,49.0,422.0,1.0,4.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0
11434,557.0,0.0,441.0,816.0,6797.0,220.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,104.0,67.0,114.0,23.0,262.0,1.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,5.0
11435,0.0,337.0,248.0,557.0,3633.0,157.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,297.0,92.0,344.0,103.0,630.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11436,272.0,0.0,132.0,224.0,2014.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,69.0,122.0,12.0,280.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,16.0,9.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11451,0.0,0.0,3.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,75.0,207.0,42.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11691,0.0,266.0,356.0,1258.0,3761.0,343.0,3.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,212.0,186.0,228.0,41.0,585.0,0.0,9.0,1.0,2.0,1.0,5.0,0.0,7.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0
11692,0.0,118.0,150.0,523.0,1122.0,218.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0,39.0,120.0,16.0,237.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11693,0.0,96.0,156.0,288.0,518.0,207.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11694,206.0,0.0,396.0,833.0,1958.0,385.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,12.0,7.0,19.0,3.0,35.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
11697,82.0,0.0,6.0,8.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
